timestamp_ms,enc0,enc1,enc2,enc3
47.200,0,0,0,0
47.250,0,0,0,0
47.300,0,0,0,0
47.350,1,1,0,1
47.400,1,1,0,1
47.450,1,1,1,1
47.500,1,1,1,1
47.550,1,1,1,1
47.600,1,1,1,1
47.650,1,1,1,1
47.700,1,1,1,1
47.750,1,1,1,1
47.800,0,0,1,0
47.850,0,0,0,0
47.900,0,0,0,0
47.950,0,0,0,0
48.000,0,0,0,0
48.050,0,0,0,0
48.100,0,0,0,0
48.150,0,0,0,0
48.200,1,1,0,1
48.250,1,1,0,1
48.300,1,1,1,1
48.350,1,1,1,1
48.400,1,1,1,1
48.450,1,1,1,1
48.500,1,1,1,1
48.550,1,1,1,1
48.600,0,0,1,0
48.650,0,0,1,0
48.700,0,0,0,0
48.750,0,0,0,0
48.800,0,0,0,0
48.850,0,0,0,0
48.900,0,0,0,0
48.950,0,0,0,0
49.000,0,0,0,0
49.050,1,1,0,1
49.100,1,1,0,1
49.150,1,1,1,1
49.200,1,1,1,1
49.250,1,1,1,1
49.300,1,1,1,1
49.350,1,1,1,1
49.400,1,1,1,1
49.450,0,0,1,0
49.500,0,0,1,0
49.550,0,0,0,0
49.600,0,0,0,0
49.650,0,0,0,0
49.700,0,0,0,0
49.750,0,0,0,0
49.800,0,0,0,0
49.850,0,0,0,0
49.900,1,1,0,1
49.950,1,1,0,1
50.000,1,1,1,1
50.050,1,1,1,1
50.100,1,1,1,1
50.150,1,1,1,1
50.200,1,1,1,1
50.250,1,1,1,1
50.300,0,0,1,0
50.350,0,0,1,0
50.400,0,0,0,0
50.450,0,0,0,0
50.500,0,0,0,0
50.550,0,0,0,0
50.600,0,0,0,0
50.650,0,0,0,0
50.700,1,1,0,1
50.750,1,1,0,1
50.800,1,1,1,1
50.850,1,1,1,1
50.900,1,1,1,1
50.950,1,1,1,1
51.000,1,1,1,1
51.050,1,1,1,1
51.100,1,1,1,1
51.150,0,0,1,0
51.200,0,0,1,0
51.250,0,0,0,0
51.300,0,0,0,0
51.350,0,0,0,0
51.400,0,0,0,0
51.450,0,0,0,0
51.500,0,0,0,0
51.550,1,1,0,1
51.600,1,1,0,1
51.650,1,1,1,1
51.700,1,1,1,1
51.750,1,1,1,1
51.800,1,1,1,1
51.850,1,1,1,1
51.900,1,1,1,1
51.950,0,0,1,0
52.000,0,0,1,0
52.050,0,0,1,0
52.100,0,0,0,0
52.150,0,0,0,0
52.200,0,0,0,0
52.250,0,0,0,0
52.300,0,0,0,0
52.350,0,0,0,0
52.400,1,1,0,1
52.450,1,1,0,1
52.500,1,1,1,1
52.550,1,1,1,1
52.600,1,1,1,1
52.650,1,1,1,1
52.700,1,1,1,1
52.750,1,1,1,1
52.800,0,0,1,0
52.850,0,0,1,0
52.900,0,0,0,0
52.950,0,0,0,0
53.000,0,0,0,0
53.050,0,0,0,0
53.100,0,0,0,0
53.150,0,0,0,0
53.200,0,0,0,0
53.250,1,1,0,1
53.300,1,1,0,1
53.350,1,1,1,1
53.400,1,1,1,1
53.450,1,1,1,1
53.500,1,1,1,1
53.550,1,1,1,1
53.600,1,1,1,1
53.650,0,0,1,0
53.700,0,0,1,0
53.750,0,0,0,0
53.800,0,0,0,0
53.850,0,0,0,0
53.900,0,0,0,0
53.950,0,0,0,0
54.000,0,0,0,0
54.050,1,1,0,1
54.100,1,1,0,1
54.150,1,1,0,1
54.200,1,1,1,1
54.250,1,1,1,1
54.300,1,1,1,1
54.350,1,1,1,1
54.400,1,1,1,1
54.450,1,1,1,1
54.500,0,0,1,0
54.550,0,0,1,0
54.600,0,0,0,0
54.650,0,0,0,0
54.700,0,0,0,0
54.750,0,0,0,0
54.800,0,0,0,0
54.850,0,0,0,0
54.900,1,1,0,1
54.950,1,1,0,1
55.000,1,1,0,1
55.050,1,1,1,1
55.100,1,1,1,1
55.150,1,1,1,1
55.200,1,1,1,1
55.250,1,1,1,1
55.300,0,0,1,0
55.350,0,0,1,0
55.400,0,0,1,0
55.450,0,0,0,0
55.500,0,0,0,0
55.550,0,0,0,0
55.600,0,0,0,0
55.650,0,0,0,0
55.700,0,0,0,0
55.750,1,1,0,1
55.800,1,1,0,1
55.850,1,1,1,1
55.900,1,1,1,1
55.950,1,1,1,1
56.000,1,1,1,1
56.050,1,1,1,1
56.100,1,1,1,1
56.150,0,0,1,0
56.200,0,0,1,0
56.250,0,0,1,0
56.300,0,0,0,0
56.350,0,0,0,0
56.400,0,0,0,0
56.450,0,0,0,0
56.500,0,0,0,0
56.550,0,0,0,0
56.600,1,1,0,1
56.650,1,1,0,1
56.700,1,1,1,1
56.750,1,1,1,1
56.800,1,1,1,1
56.850,1,1,1,1
56.900,1,1,1,1
56.950,1,1,1,1
57.000,0,0,1,0
57.050,0,0,1,0
57.100,0,0,1,0
57.150,0,0,0,0
57.200,0,0,0,0
57.250,0,0,0,0
57.300,0,0,0,0
57.350,0,0,0,0
57.400,1,1,0,1
57.450,1,1,0,1
57.500,1,1,0,1
57.550,1,1,1,1
57.600,1,1,1,1
57.650,1,1,1,1
57.700,1,1,1,1
57.750,1,1,1,1
